Number,Frage,Antwort
3524,Dein weißes Hemd ist ruiniert.,Also kaufe ich mir einfach noch eins.
3525,Also kaufe ich mir einfach noch eins.,Sie können dieses Modell im ganzen Haus tragen.
3526,Sie können dieses Modell im ganzen Haus tragen.,Das nächste Mal werde ich sofort einweichen.
3527,meine Finger tun weh.,Warum tun sie weh?
3528,Warum tun sie weh?,Ich tippe zu viel.
3529,Ich tippe zu viel.,Du solltest eine Pause machen.
3530,Du solltest eine Pause machen.,"Ich muss tippen, um Geld zu verdienen."
3531,"Ich muss tippen, um Geld zu verdienen.",aber das Tippen bereitet dir Schmerzen.
3532,aber das Tippen bereitet dir Schmerzen.,Vielleicht sollte ich einen Arzt aufsuchen.
3533,Vielleicht sollte ich einen Arzt aufsuchen.,Ärzte sind zu teuer.
3534,Ärzte sind zu teuer.,"Er könnte mir sagen, ich solle mich eine Weile ausruhen."
3535,"Er könnte mir sagen, ich solle mich eine Weile ausruhen.",Vielleicht möchte er dich aufschneiden.
3536,Vielleicht möchte er dich aufschneiden.,"Er könnte sagen, dass es mir gut geht."
3537,"Er könnte sagen, dass es mir gut geht.","Er könnte sagen, dass Sie Knochenkrebs haben."
3538,Was hat der Arzt gesagt?,"Er denkt, ich habe zu viel Stress."
3539,"Er denkt, ich habe zu viel Stress.",Stress verursacht Bauchschmerzen?
3540,Stress verursacht Bauchschmerzen?,Stress verursacht bei verschiedenen Menschen unterschiedliche Probleme.
3541,Stress verursacht bei verschiedenen Menschen unterschiedliche Probleme.,"Also, was hat er dir gesagt?"
3542,"Also, was hat er dir gesagt?","Er sagte, ich müsse positiv denken."
3543,"Er sagte, ich müsse positiv denken.",Er hat dir keine Medikamente gegeben?
3544,Er hat dir keine Medikamente gegeben?,Ich hasse Medikamente. Dadurch fühle ich mich anders.
3545,Ich hasse Medikamente. Dadurch fühle ich mich anders.,Wie denkst du also positiv?
3546,Wie denkst du also positiv?,Ich denke über schöne Dinge nach.
3547,Ich denke über schöne Dinge nach.,Wie was?
3548,like what?,"wie ein Tag am Strand, mit den Zehen im Sand."
3549,ich habe mir in den Finger geschnitten.,wie hast du das gemacht?
3550,wie hast du das gemacht?,es ist ein Scherenschnitt.
3551,es ist ein Scherenschnitt.,Papier kann gefährlich sein.
3552,Papier kann gefährlich sein.,es tut auch weh.
3553,es tut auch weh.,Papierschnitte können sehr weh tun.
3554,Papierschnitte können sehr weh tun.,Wo sind die Pflaster?
3555,Wo sind die Pflaster?,"Ich glaube, sie sind im Medikamentenschrank."
3556,"Ich glaube, sie sind im Medikamentenschrank.",Es ist auf meiner Fingerspitze.
3557,Es ist auf meiner Fingerspitze.,Ein Pflaster funktioniert möglicherweise nicht.
3558,Ein Pflaster funktioniert möglicherweise nicht.,"Ich darf diesen Finger nicht benutzen, bis der Schnitt verheilt ist."
3559,"Ich darf diesen Finger nicht benutzen, bis der Schnitt verheilt ist.",Die Heilung kann ein oder zwei Tage dauern.
3560,riechst du das?,Oh ja.
3561,Oh ja.,Ich kann Zigarettenrauch nicht ertragen.
3562,Ich kann Zigarettenrauch nicht ertragen.,es riecht so schlimm.
3563,es riecht so schlimm.,Eine Zigarette stinkt den ganzen Gehweg.
3564,Eine Zigarette stinkt den ganzen Gehweg.,Raucher finden sie so cool.
3565,Raucher finden sie so cool.,sie sind so schwach.
3566,sie sind so schwach.,eine kleine Zigarette kontrolliert sie.
3567,eine kleine Zigarette kontrolliert sie.,"Sie sehen so dumm aus, wenn sie einen Zug nehmen."
3568,"Sie sehen so dumm aus, wenn sie einen Zug nehmen.",und dann blasen sie Rauch aus ihrem Mund.
3569,und dann blasen sie Rauch aus ihrem Mund.,Sie finden es cool.
3570,Sie finden es cool.,Zigaretten stinken.
3571,Hast du Schnupfen?,"Ja, das tue ich."
3572,"yes, i do.",Wie haben Sie es bekommen?
3573,how did you get it?,meine Schwester hatte eine Erkältung. Sie gab es mir.
3574,meine Schwester hatte eine Erkältung. Sie gab es mir.,Hast du etwas gegen deine Erkältung genommen?
3575,Hast du etwas gegen deine Erkältung genommen?,"Nein, ich putze mir nur viel die Nase."
3576,"Nein, ich putze mir nur viel die Nase.",Deine Nase ist verstopft?
3577,Deine Nase ist verstopft?,Ja. Ich muss durch den Mund atmen.
3578,Ja. Ich muss durch den Mund atmen.,hast du es schon mal mit Nasentropfen probiert?
3579,hast du es schon mal mit Nasentropfen probiert?,"Nein, ich mag keine Nasentropfen."
3580,"Nein, ich mag keine Nasentropfen.",Sie funktionieren großartig.
3581,Sie funktionieren großartig.,"Es ist mir egal. Ich mag es nicht, mir Tropfen in die Nase zu tropfen."
3582,Würden Sie bitte Sonnencreme auf meinen Rücken auftragen?,Sicher.
3583,Sicher.,Danke.
3584,thank you.,Sie sollten nicht zu lange in der Sonne liegen.
3585,Sie sollten nicht zu lange in der Sonne liegen.,Ich möchte braun werden. Ich möchte nicht so blass aussehen.
3586,Ich möchte braun werden. Ich möchte nicht so blass aussehen.,"Was ist falsch daran, blass auszusehen?"
3587,"Was ist falsch daran, blass auszusehen?","Die Leute denken, du könntest krank sein."
3588,"Die Leute denken, du könntest krank sein.",wer denkt das?
3589,wer denkt das?,ich weiß nicht.
3590,i don't know.,"Es ist besser, blass zu sein, als Hautkrebs zu haben."
3591,"Es ist besser, blass zu sein, als Hautkrebs zu haben.","ich weiß, dass."
3592,i know that.,Warum streitest du auch mit mir? Liege nicht zu lange in der Sonne!
3593,Ich kann nicht mit dem Rauchen aufhören.,natürlich kannst du.
3594,natürlich kannst du.,Mir fehlt die Willenskraft.
3595,Mir fehlt die Willenskraft.,natürlich tust du.
3596,natürlich tust du.,"Ich wünschte, ich hätte nie angefangen."
3597,"Ich wünschte, ich hätte nie angefangen.",Das gilt auch für jeden Raucher.
3598,Das gilt auch für jeden Raucher.,Ich habe so oft versucht aufzuhören.
3599,Ich habe so oft versucht aufzuhören.,Das gilt auch für alle anderen.
3600,Das gilt auch für alle anderen.,nichts scheint zu funktionieren.
3601,nichts scheint zu funktionieren.,"Alles, was es braucht, ist Willenskraft, und Sie haben sie."
3602,"Alles, was es braucht, ist Willenskraft, und Sie haben sie.",Warum kann ich dann nicht aufhören?
3603,Warum kann ich dann nicht aufhören?,Du musst an dich selbst glauben.
3604,Mein Rücken bringt mich um.,Was hast du gemacht?
3605,what did you do?,Ich bin aus meinem Auto gestiegen.
3606,Ich bin aus meinem Auto gestiegen.,das ist es?
3607,that's it?,Einmal habe ich mir allein durch Niesen den Rücken verletzt.
3608,Einmal habe ich mir allein durch Niesen den Rücken verletzt.,Du solltest einen Arzt aufsuchen.
3609,Du solltest einen Arzt aufsuchen.,"Mein Arzt sagte, ich brauche eine Operation."
3610,"Mein Arzt sagte, ich brauche eine Operation.",Also?
3611,so?,Vergiss es.
3612,Vergiss es.,Du hast kein Geld?
3613,Du hast kein Geld?,Ich habe keine Versicherung.
3614,Ich habe keine Versicherung.,Vielleicht würde eine Rückenmassage helfen.
3615,Mein Bruder raucht drei Packungen am Tag.,drei Packungen wovon?
3616,drei Packungen wovon?,Zigaretten natürlich.
3617,Zigaretten natürlich.,Wie kann er das tun?
3618,Wie kann er das tun?,"Als er mit einer Zigarette fast fertig ist, zündet er sich damit eine weitere an."
3619,"Als er mit einer Zigarette fast fertig ist, zündet er sich damit eine weitere an.",er ist Kettenraucher.
3620,er ist Kettenraucher.,Er ist seit 30 Jahren Kettenraucher.
3621,Er ist seit 30 Jahren Kettenraucher.,Das ist unglaublich. kann er noch atmen?
3622,Das ist unglaublich. kann er noch atmen?,"Er kann es, aber die Menschen um ihn herum können es nicht."
3623,"Er kann es, aber die Menschen um ihn herum können es nicht.",Wie kann er noch am Leben sein?
3624,Wie kann er noch am Leben sein?,"Sein Arzt sagt, sein Herz und seine Lunge seien stark und gesund."
3625,"Sein Arzt sagt, sein Herz und seine Lunge seien stark und gesund.",Vielleicht sollte ich mit dem Rauchen beginnen.
3626,"Ich hasse es, meine Zähne zu putzen.",Es ist so eine lästige Pflicht.
3627,Es ist so eine lästige Pflicht.,"Bürste, Bürste. spucken, spucken."
3628,"Bürste, Bürste. spucken, spucken.",Was haben sie früher gemacht?
3629,Was haben sie früher gemacht?,sie strichen mit ihren Fingern.
3630,sie strichen mit ihren Fingern.,Sie haben auch mit den Fingern gegessen!
3631,Sie haben auch mit den Fingern gegessen!,Warum nennt man es die gute alte Zeit?
3632,Warum nennt man es die gute alte Zeit?,"vielleicht, weil sie nicht bürsten und Zahnseide verwenden mussten."
3633,"vielleicht, weil sie nicht bürsten und Zahnseide verwenden mussten.",Wer hat die Verwendung von Zahnseide erfunden?
3634,Wer hat die Verwendung von Zahnseide erfunden?,"Ein Zahnarzt, da bin ich mir sicher."
3635,"Ein Zahnarzt, da bin ich mir sicher.",Ich hasse die Verwendung von Zahnseide mehr als das Zähneputzen!
3636,Ich hasse die Verwendung von Zahnseide mehr als das Zähneputzen!,"Ich kann es kaum erwarten, bis mir alle Zähne ausgefallen sind."
3637,lass uns eine Weile innehalten. Ich brauche eine Pause und etwas Wasser.,Dieser Weg ist schwer zu erklimmen.
3638,Dieser Weg ist schwer zu erklimmen.,besonders an einem heißen Tag wie diesem.
3639,besonders an einem heißen Tag wie diesem.,"Ich kann nicht glauben, dass wir keine Tiere gesehen haben."
3640,"Ich kann nicht glauben, dass wir keine Tiere gesehen haben.",Gott sei Dank! Ich möchte keine wilden Tiere sehen.
3641,Gott sei Dank! Ich möchte keine wilden Tiere sehen.,Bisher haben wir nur ein paar Eidechsen gesehen.
3642,Bisher haben wir nur ein paar Eidechsen gesehen.,"Wir wandern, um Gewicht zu verlieren, und nicht, um Ziegen und Bären zu sehen."
3643,"Wir wandern, um Gewicht zu verlieren, und nicht, um Ziegen und Bären zu sehen.","Ich wette, ich habe schon ein paar Pfund abgenommen."
3644,"Ich wette, ich habe schon ein paar Pfund abgenommen.","Alles, was du verloren hast, ist etwas Schweiß."
3645,"Alles, was du verloren hast, ist etwas Schweiß.",Ich habe nicht einmal ein Pfund Fett verloren?
3646,Ich habe nicht einmal ein Pfund Fett verloren?,"Wenn Sie Fett verlieren möchten, müssen Sie diese Wanderung jeden Tag machen."
3647,"Wenn Sie Fett verlieren möchten, müssen Sie diese Wanderung jeden Tag machen.","Okay, aber lasst uns in der Stadt wandern. Zumindest gibt es Katzen und Hunde zu sehen."
3648,"Oh nein, schon wieder ein Pickel in meinem Gesicht.",Pickel sind scheiße.
3649,Pickel sind scheiße.,"Es kommt mir so vor, als ob ich fast jeden Tag einen neuen Pickel bekomme."
3650,"Es kommt mir so vor, als ob ich fast jeden Tag einen neuen Pickel bekomme.",Vielleicht liegt es an Ihrer Ernährung.
3651,Vielleicht liegt es an Ihrer Ernährung.,"Nein, ich esse Tag für Tag das Gleiche."
3652,"Nein, ich esse Tag für Tag das Gleiche.",dann liegt es vielleicht in deinen Genen.
3653,dann liegt es vielleicht in deinen Genen.,Du hast vielleicht recht.
3654,Du hast vielleicht recht.,Kommen Pickel in Ihrer Familie vor?
3655,Kommen Pickel in Ihrer Familie vor?,"nicht, dass ich es bemerkt hätte."
3656,"nicht, dass ich es bemerkt hätte.","Nun ja, vielleicht liegt es an der Luftverschmutzung."
3657,"Nun ja, vielleicht liegt es an der Luftverschmutzung.","Was auch immer der Grund sein mag, ich hasse es, sie auf meinem Gesicht zu sehen."
3658,"Was auch immer der Grund sein mag, ich hasse es, sie auf meinem Gesicht zu sehen.","Nun ja, das Positive daran ist, dass es Spaß macht, sie zu platzieren."
3659,"Glaubst du alles, was du hörst?","Ich glaube nichts, was ich nicht mit eigenen Augen sehe."
3660,"Ich glaube nichts, was ich nicht mit eigenen Augen sehe.","Man kann nicht glauben, was man im Fernsehen oder im Radio hört."
3661,"Man kann nicht glauben, was man im Fernsehen oder im Radio hört.","Sie können nicht glauben, was Sie in den Zeitungen lesen."
3662,"Sie können nicht glauben, was Sie in den Zeitungen lesen.",Jeder erzählt dir eine andere Geschichte über dasselbe.
3663,Jeder erzählt dir eine andere Geschichte über dasselbe.,Drei verschiedene Leute werden dir drei verschiedene Geschichten erzählen.
3664,Drei verschiedene Leute werden dir drei verschiedene Geschichten erzählen.,und die Regierung wird Ihnen eine vierte Geschichte erzählen.
3665,und die Regierung wird Ihnen eine vierte Geschichte erzählen.,"Ja, wie die Regierung sagt, man solle sich wegen der Schweinegrippe keine Sorgen machen."
3666,"Ja, wie die Regierung sagt, man solle sich wegen der Schweinegrippe keine Sorgen machen.",Aber die Schweinegrippe hat gerade 20 Menschen in Mexiko getötet.
3667,Aber die Schweinegrippe hat gerade 20 Menschen in Mexiko getötet.,"Die Regierung sagt, wir brauchen uns keine Sorgen zu machen."
3668,"Die Regierung sagt, wir brauchen uns keine Sorgen zu machen.","Warum fordern manche Schulen die Kinder dann auf, zu Hause zu bleiben?"
3669,"Warum fordern manche Schulen die Kinder dann auf, zu Hause zu bleiben?","Die Regierung sagt, wir sollen uns häufig die Hände waschen, dann wird es uns allen gut gehen."
3670,Bohren Sie nicht in der Nase.,Ich habe nicht in der Nase gebohrt.
3671,Ich habe nicht in der Nase gebohrt.,Was hast du gemacht?
3672,what were you doing?,Ich habe mir die Nase gekratzt.
3673,Ich habe mir die Nase gekratzt.,"Ich glaube, ich kenne den Unterschied zwischen Zupfen und Kratzen."
3674,"Ich glaube, ich kenne den Unterschied zwischen Zupfen und Kratzen.","Okay, Mama, vielleicht habe ich es ein bisschen herausgesucht."
3675,"Okay, Mama, vielleicht habe ich es ein bisschen herausgesucht.",Verwenden Sie beim nächsten Mal ein Taschentuch.
3676,Verwenden Sie beim nächsten Mal ein Taschentuch.,Ich hatte kein Taschentuch.
3677,Ich hatte kein Taschentuch.,"Dann warten Sie, bis Sie ein Taschentuch finden."
3678,"Dann warten Sie, bis Sie ein Taschentuch finden.",Ich konnte es kaum erwarten. es war ein Notfall.
3679,Ich konnte es kaum erwarten. es war ein Notfall.,Ach wirklich? Vielleicht hättest du 911 anrufen sollen.
3680,Ach wirklich? Vielleicht hättest du 911 anrufen sollen.,Es war kein solcher Notfall.
3681,Unsere TV-Fernbedienung ist schmutzig.,"Ja, es ist voller Dreck."
3682,"Ja, es ist voller Dreck.",Ich werde es reinigen.
3683,Ich werde es reinigen.,Verwenden Sie kein Wasser dafür!
3684,Verwenden Sie kein Wasser dafür!,Ich verwende ein feuchtes Tuch.
3685,Ich verwende ein feuchtes Tuch.,Lassen Sie kein Wasser in die Ritzen eindringen.
3686,Lassen Sie kein Wasser in die Ritzen eindringen.,"Ich drücke das Tuch so aus, dass es fast trocken ist."
3687,"Ich drücke das Tuch so aus, dass es fast trocken ist.",Reiben Sie die Zahlen nicht von der Fernbedienung ab.
3688,Reiben Sie die Zahlen nicht von der Fernbedienung ab.,"Ich werde sanft, aber fest reiben."
3689,"Ich werde sanft, aber fest reiben.","Mach es bitte schnell, damit ich während der Werbung den Kanal wechseln kann."
3690,"Mach es bitte schnell, damit ich während der Werbung den Kanal wechseln kann.",Ich gebe es dir in ein paar Minuten zurück.
3691,Ich gebe es dir in ein paar Minuten zurück.,"Vielleicht sollten wir es in eine Plastiktüte stecken, um es sauber zu halten."
3692,Mein Ohr bringt mich um.,Was ist los?
3693,what's the matter?,Ich war in einem Flugzeug.
3694,Ich war in einem Flugzeug.,Also?
3695,so?,"Jedes Mal, wenn das Flugzeug hochgeht, fängt mein Ohr an zu schmerzen."
3696,"Jedes Mal, wenn das Flugzeug hochgeht, fängt mein Ohr an zu schmerzen.",das ist nicht gut.
3697,das ist nicht gut.,"Manchmal verschwinden die Schmerzen, manchmal nicht."
3698,"Manchmal verschwinden die Schmerzen, manchmal nicht.",Warst du beim Arzt?
3699,Warst du beim Arzt?,Ich war bei zwei Ärzten.
3700,Ich war bei zwei Ärzten.,und sie konnten Ihr Problem nicht lösen?
3701,und sie konnten Ihr Problem nicht lösen?,"Beide sagten, ich müsse damit leben."
3702,"Beide sagten, ich müsse damit leben.",Oder Sie können sich von Flugzeugen fernhalten.
3703,Hast du die Frau mit dem neuen Gesicht gesehen?,Hat sie einen schönen Job bekommen?
3704,Hat sie einen schönen Job bekommen?,Sie hat einen „Alles“-Job bekommen!
3705,Sie hat einen „Alles“-Job bekommen!,Wie meinst du das?
3706,what do you mean?,Ein Ärzteteam gab ihr ein völlig neues Gesicht.
3707,Ein Ärzteteam gab ihr ein völlig neues Gesicht.,Warum haben sie das getan?
3708,Warum haben sie das getan?,Ein tollwütiger Hund hat ihr den größten Teil ihres Gesichts abgebissen.
3709,Ein tollwütiger Hund hat ihr den größten Teil ihres Gesichts abgebissen.,"Oh, das ist schrecklich. wie sieht sie jetzt aus?"
3710,"Oh, das ist schrecklich. wie sieht sie jetzt aus?","Ihr Gesicht ist wirklich fett, aber man sagt, dass die Schwellung zurückgehen wird."
3711,"Ihr Gesicht ist wirklich fett, aber man sagt, dass die Schwellung zurückgehen wird.",und wird sie dann wieder normal aussehen?
3712,und wird sie dann wieder normal aussehen?,Ich denke schon.
3713,Ich denke schon.,Gott segne die moderne Medizin.
3714,Mit meiner rechten Hand stimmt etwas nicht.,Was stimmt damit nicht?
3715,Was stimmt damit nicht?,es schmerzt meistens.
3716,es schmerzt meistens.,Was denkst du ist es?
3717,Was denkst du ist es?,"ich weiß nicht. Ich denke, es liegt am Alter."
3718,"ich weiß nicht. Ich denke, es liegt am Alter.","Wenn es das Alter ist, warum tun dir dann nicht beide Hände weh?"
3719,"Wenn es das Alter ist, warum tun dir dann nicht beide Hände weh?",Das ist eine gute Frage. Vielleicht liegt es nicht am Alter.
3720,Das ist eine gute Frage. Vielleicht liegt es nicht am Alter.,Bist du Rechtshänder?
3721,Bist du Rechtshänder?,Ja. mein ganzes Leben.
3722,Ja. mein ganzes Leben.,"Du ermüdest deine rechte Hand. Hör auf, es so oft zu benutzen."
3723,"Du ermüdest deine rechte Hand. Hör auf, es so oft zu benutzen.",aber ich schreibe alles mit der rechten Hand.
